species-name,common-name,common-name-th,common-name-th2,genus,family,images,num-images,num-observations,,
Sandoricum beccarianum Baill.,,,,sandoricum,meliaceae,"['https://bs.plantnet.org/image/s/50efadc3633cf258742a5e13dbf24c1648bcca8f', 'https://api.plantnet.org/v1/gbif/3850934/map.png']",DD,1,,
Sandoricum koetjape (Burm.f.) Merr.,santol,นักบุญ,ซานตอล,sandoricum,meliaceae,"['https://bs.plantnet.org/image/s/f9fa84f931e0db1f6ea9c7df0f638eae619b9423', 'https://bs.plantnet.org/image/s/f5ab17317f0fe126b8cd192de051a41ca5a4dee4', 'https://bs.plantnet.org/image/s/074cb35d0fdfaf15e950c15297df03e28b0b2975', 'https://bs.plantnet.org/image/s/c771e5edfe9a7f23d8e89ee41a4a7b1a0a0ac851', 'https://bs.plantnet.org/image/s/a74b8d4b8ac8d592e45d30a66d13170bac45a064', 'https://api.plantnet.org/v1/gbif/3850843/map.png']",LC,58,,
Santalum album L.,east indian sandalwood,ไม้จันทน์อินเดียตะวันออก,ไม้จันทน์อินเดียตะวันออก,santalum,santalaceae,"['https://bs.plantnet.org/image/s/5c86362511cf7ae031d01cc3ee327a15573dd9b6', 'https://bs.plantnet.org/image/s/856b7dec9b3445ca42319f80ff6889edcf5a1688', 'https://bs.plantnet.org/image/s/5976fdc5b6d679b8df9b39285e7c132832633e66', 'https://bs.plantnet.org/image/s/46534d28ecd0d5390d10ae15bf46d9a32ab33cf3', 'https://bs.plantnet.org/image/s/bcfd12cef7e25191f16b564db6573ad29ceba829', 'https://api.plantnet.org/v1/gbif/2889785/map.png']",VU,150,,
Santiria apiculata A.W.Benn.,,,,santiria,burseraceae,"['https://bs.plantnet.org/image/s/577140fc6402662c1bf564d47000a8d70be011c0', 'https://api.plantnet.org/v1/gbif/3992602/map.png']",LC,1,,
Santiria laevigata Blume,,,,santiria,burseraceae,"['https://bs.plantnet.org/image/s/5e07c57542f7bbb89486fd792171ec0a152fc882', 'https://api.plantnet.org/v1/gbif/3994308/map.png']",LC,1,,
Santiria rubiginosa Blume,,,,santiria,burseraceae,"['https://bs.plantnet.org/image/s/0a7046c61014edd63900d19334daf5719521c2a0', 'https://api.plantnet.org/v1/gbif/7286878/map.png']",LC,1,,
Santiria tomentosa Blume,,,,santiria,burseraceae,"['https://bs.plantnet.org/image/s/c4a5a8f7f33474f07a578a5875360b69dc1a5d9c', 'https://bs.plantnet.org/image/s/741e2fb2178ffbfc4445b0f5671f8c05442570e7', 'https://bs.plantnet.org/image/s/34279af9c132ce733a8b252ee29ff480eae5a0ee', 'https://bs.plantnet.org/image/s/78341aff2f81103d5bda3f8b348aeb12a1bffd08', 'https://bs.plantnet.org/image/s/4b14aaf728fe0d2e874b8ff3bad09867db0841b1', 'https://api.plantnet.org/v1/gbif/3993836/map.png']",LC,9,,
Sapindus rarak DC.,,,,sapindus,sapindaceae,"['https://bs.plantnet.org/image/s/6200ea50b427a4aaf58159f5c4586ab372efe9ce', 'https://bs.plantnet.org/image/s/0a18b35deab45ecfd6ed37cb968e29b7f73aa0c0', 'https://bs.plantnet.org/image/s/88e4162d1ad807e4eb3f3fa22fe69c279d860a15', 'https://api.plantnet.org/v1/gbif/7264721/map.png']",LC,3,,
Sapindus saponaria L.,wing-leaf soapberry,สบู่เบอร์รี่ปีกใบ,สบู่ใบปีก,sapindus,sapindaceae,"['https://bs.plantnet.org/image/s/7b21156428f8ae2818a54bc583ae09630f068284', 'https://bs.plantnet.org/image/s/eb8181d9bec58dc60ce3077555bff56421bc97ee', 'https://bs.plantnet.org/image/s/d8a3db92aa0cf93de352f4a796bc23b6a1e482d6', 'https://bs.plantnet.org/image/s/ee54f0593f979a57cebfd7f3fed946aaae7f4cfb', 'https://bs.plantnet.org/image/s/f1a5018ebff31ee5e1a75840619ca8d2233cdff1', 'https://api.plantnet.org/v1/gbif/8017915/map.png']",LC,643,,
Sapium sebiferum (L.) Roxb.,chinese tallow,ไขสัตว์จีน,ไขมันจีน,sapium,euphorbiaceae,"['https://bs.plantnet.org/image/s/c46bf6c015fa78eeff240cd347e002a503a16e40', 'https://bs.plantnet.org/image/s/3833289b16494fb1bab82f1c7e31b5dff5dc6857', 'https://bs.plantnet.org/image/s/c7b687328be7a231ff5cd3d68d152e867c8257ea', 'https://bs.plantnet.org/image/s/299d976742eb6c6bc8cb9195a1967d6c06c34af9', 'https://bs.plantnet.org/image/s/08115646b3f873171cebc970dc1f76bfa670047b', 'https://api.plantnet.org/v1/gbif/7748792/map.png']",5,4,,
Saraca declinata Miq.,red saraca,แดงแย่,คนจนสีแดง,saraca,fabaceae,"['https://bs.plantnet.org/image/s/68a16e104583ff6f0e27d1cc2c9c2fad9cbc8939', 'https://bs.plantnet.org/image/s/5b8689c581afd8bc486183e2d0a23220173c1086', 'https://bs.plantnet.org/image/s/f3cbd5009337172cff8aa19a39c32ca41602ee96', 'https://api.plantnet.org/v1/gbif/5359533/map.png']",LC,3,,
Saraca indica L.,asoka-tree,อโศก-tree,ต้นไม้อัสคา,saraca,fabaceae,"['https://bs.plantnet.org/image/s/3cf7123be86b58e8ff424207946764809d83635e', 'https://bs.plantnet.org/image/s/8aef902ef08289d2eea04b656d46be719e94dab8', 'https://bs.plantnet.org/image/s/052cb712a2f8fa6a2bd7c5d9229da053f67a5b19', 'https://bs.plantnet.org/image/s/992055c61e95abeb2886a004d433c4499937cc9f', 'https://bs.plantnet.org/image/s/5f857b72236d6c5fa1620e9fbfd3191e3a5685b1', 'https://api.plantnet.org/v1/gbif/5359538/map.png']",LC,283,,
Saraca thaipingensis Prain,yellow saraca,ซาราก้าสีเหลือง,ซารากาสีเหลือง,saraca,fabaceae,"['https://bs.plantnet.org/image/s/1916eca18af2ec3da55a1fbbce21026d581a1419', 'https://bs.plantnet.org/image/s/8ba89adbf5559d4809a6466104789b9fb3319149', 'https://bs.plantnet.org/image/s/ff4889c9b04e2eeb7d407149931ed0cc39f0e2f2', 'https://bs.plantnet.org/image/s/ed087490a9379282b0d6b50274cd6655cbdd2b93', 'https://bs.plantnet.org/image/s/cba65d37ad55aa7e5035e6883682d32a18a1e54b', 'https://api.plantnet.org/v1/gbif/5359531/map.png']",LC,11,,
Sarcandra glabra (Thunb.) Nakai,glabrous sarcandra herb,สมุนไพรซาร์แคนดรา glabrous,สมุนไพร Sarcandra Glabrous,sarcandra,chloranthaceae,"['https://bs.plantnet.org/image/s/f398aefe915d9af083e96575be0072fb8d44698e', 'https://bs.plantnet.org/image/s/efaae692eb377a6c4b2663cd5ce3084a29ff3434', 'https://bs.plantnet.org/image/s/a9220210d473d6daff82f5e57e075c8fdbadf4c6', 'https://bs.plantnet.org/image/s/465ca00a9d351236960e825923256860a90be599', 'https://bs.plantnet.org/image/s/6903df3691c8513730dcda1dedde24e2bc3c93dc', 'https://api.plantnet.org/v1/gbif/7339073/map.png']",26,17,,
Sarcotheca laxa (Ridl.) Knuth,,,,sarcotheca,oxalidaceae,"['https://bs.plantnet.org/image/s/f12bd248967964db88b4bd71fdb262a2617a1aac', 'https://api.plantnet.org/v1/gbif/7318028/map.png']",1,1,,
Satureja hortensis L.,savory,เผ็ด,เผ็ด,satureja,lamiaceae,"['https://bs.plantnet.org/image/s/b7cc6d836ee2376db2f7e82456a64c086b1e4a4d', 'https://bs.plantnet.org/image/s/dfbce5a0ceb8b117a898f9e5c7a6a1329631ce44', 'https://bs.plantnet.org/image/s/e65c9bb652c59f6a1255733f3746e49276f4b94e', 'https://bs.plantnet.org/image/s/e069c143153f32143806458d28e8f7d4eabf0e1e', 'https://bs.plantnet.org/image/s/d3d115c675d6f35ab24d78c61ae4190268fec900', 'https://api.plantnet.org/v1/gbif/2926885/map.png']",1531,1292,,
Saurauia napaulensis DC.,,,,saurauia,actinidiaceae,"['https://bs.plantnet.org/image/s/434b5645d80a493090fcecd9f106d1dbed9b9437', 'https://bs.plantnet.org/image/s/7a68ae3c12a2e02c1acf20e1d315e407b852e9c8', 'https://bs.plantnet.org/image/s/8c31446476d09837c7f09f729a59b9227c25a46d', 'https://bs.plantnet.org/image/s/64a5c1cce72979473b4afc555f280b4ea0886f75', 'https://bs.plantnet.org/image/s/9b08c651dd9d4e384c0de7fd30235052828d2bb2', 'https://api.plantnet.org/v1/gbif/7270803/map.png']",LC,67,,
Saurauia roxburghii Wall.,,,,saurauia,actinidiaceae,"['https://bs.plantnet.org/image/s/c2dc0ebfd550e3dfada5ca7ace3fd68f60621c58', 'https://bs.plantnet.org/image/s/0a910b988badafbee12015aa3c1a0a77ecbda627', 'https://bs.plantnet.org/image/s/42da9bbd9e76df0f81fc03df30ac4680c7012cf4', 'https://api.plantnet.org/v1/gbif/3644350/map.png']",LC,3,,
Sauropus androgynus (L.) Merr.,star-gooseberry,มะยมดาว,ดารา-ooseberry,sauropus,phyllanthaceae,"['https://bs.plantnet.org/image/s/8422bc64afb9e30a8ed7fad094938dc6f85e5aa6', 'https://bs.plantnet.org/image/s/87b4b266eb225b493f61ba31c0fad7efa99159bd', 'https://bs.plantnet.org/image/s/6821450fac1267b5017a91ed4fdc48db01b72af1', 'https://bs.plantnet.org/image/s/47da7b3813d8d6bc1c129698239fd01eea6757df', 'https://bs.plantnet.org/image/s/c89c025144e9ecbd767dc0c6e014eb8156bb1abe', 'https://api.plantnet.org/v1/gbif/6109767/map.png']",81,54,,
Saxifraga stolonifera Curtis,mother-of-thousands,มารดานับพัน,แม่ของคนนับพัน,saxifraga,saxifragaceae,"['https://bs.plantnet.org/image/s/1c6737de17a443963c7ea2b79c1566e6f25604b8', 'https://bs.plantnet.org/image/s/719ef61911f3bfe5a04daf96b9459d4a8a902059', 'https://bs.plantnet.org/image/s/69d04469502f051162b870d0127b292f3cd23a69', 'https://bs.plantnet.org/image/s/49a044471faf36332a25d8618e901d568514ee88', 'https://bs.plantnet.org/image/s/317bc25c8cbbf3a3e609c218f4b52440761c493f', 'https://api.plantnet.org/v1/gbif/3032762/map.png']",1023,863,,
Scaevola taccada (Gaertn.) Roxb.,sea lettucetree,ต้นผักกาดทะเล,ทะเล Lettucetree,scaevola,goodeniaceae,"['https://bs.plantnet.org/image/s/ee2e85d7d912f7352aac43a89daf2b0f6d74514f', 'https://bs.plantnet.org/image/s/67c32a33f37990f2a68f3f832872bb3f902bb06c', 'https://bs.plantnet.org/image/s/17c792003b933da14393b71e1646c429757f7917', 'https://bs.plantnet.org/image/s/ecd8ca1f7df5d49b8ff97a812b83cf6c6d1e3736', 'https://bs.plantnet.org/image/s/1ec52061ed9e38660773e147b9c3e2dd6a9512a1', 'https://api.plantnet.org/v1/gbif/6358362/map.png']",1205,694,,
Scaphium macropodum (Miq.) Beumée ex K.Heyne,malva nut,ถั่วชบา,Malva Nut,scaphium,malvaceae,"['https://bs.plantnet.org/image/s/25a86168d3ea42e4b62b42089d61c7b33639d862', 'https://bs.plantnet.org/image/s/f6e3e70bff563a5157c1ed894a702b427428bcd5', 'https://bs.plantnet.org/image/s/63c9f2d613c26e57db505373033e9f9a19a8c05d', 'https://bs.plantnet.org/image/s/a093697ba785b8f8bac8ae70489e420ffcc2ec16', 'https://api.plantnet.org/v1/gbif/5546217/map.png']",LC,4,,
Schefflera heptaphylla (L.) Frodin,ivy tree,ต้นไอวี่,ต้นไม้เลื้อย,schefflera,araliaceae,"['https://bs.plantnet.org/image/s/a9b3b054ff14678b92e5f475e90ea4abb80b2d33', 'https://bs.plantnet.org/image/s/432da569080ef84318684d2fd905fa9dc8fe3d78', 'https://bs.plantnet.org/image/s/4613fe4126c282908506b2414a99d3b7309e2851', 'https://bs.plantnet.org/image/s/c446d06a3970c75ac83458a8ce3e22493cd88d45', 'https://bs.plantnet.org/image/s/929ee3b5ef91a6915a6caef717af410e7d54e9d4', 'https://api.plantnet.org/v1/gbif/3038331/map.png']",56,40,,
Schefflera heterophylla (Wall. ex G.Don) Harms,,,,schefflera,araliaceae,"['https://bs.plantnet.org/image/s/2220d45941ea0a29219d3c03bfa5d705b845ab37', 'https://bs.plantnet.org/image/s/22f703cd3a6326cdf1eaa38e3716e0919d0e3925', 'https://bs.plantnet.org/image/s/c5d149fc644e16955ca973c39828d788fdaa9cc4', 'https://bs.plantnet.org/image/s/261b53f0afb7fb5a84b52185aaf39bc174c5cdfb', 'https://bs.plantnet.org/image/s/3db2bc2202cc445b38ca7d35c1e1b83e05eb7318', 'https://api.plantnet.org/v1/gbif/3038163/map.png']",8,4,,
Schinopsis balansae Engl.,willow-leaf red quebracho,Quebracho สีแดงใบวิลโลว์,Quebracho สีแดงใบวิลโลว์,schinopsis,anacardiaceae,"['https://bs.plantnet.org/image/s/ddcd753c1b41dc797c78e4cd6de7d09e82591bfe', 'https://bs.plantnet.org/image/s/841933318d547dbc9ff91bf139bf45bafef3b17f', 'https://bs.plantnet.org/image/s/b4939fa43ad7279a8f24459c8a17f4a9c972e9e7', 'https://bs.plantnet.org/image/s/00b24b96266580888bf79100e701047e6836e2cf', 'https://bs.plantnet.org/image/s/4437a406488ee1dab478c8a84f7bba6e986c525d', 'https://api.plantnet.org/v1/gbif/3190533/map.png']",LR/lc,5,,
Schismatoglottis calyptrata (Roxb.) Zoll. & Moritzi,,,,schismatoglottis,araceae,"['https://bs.plantnet.org/image/s/dd6b07e331986d4417dc3ad65c3ee2e4b481afbc', 'https://bs.plantnet.org/image/s/9950a98ae02915718a78bb5d67074ac3cbc61c36', 'https://bs.plantnet.org/image/s/6216aa5c09ebde75d135e5f191faa964507489aa', 'https://bs.plantnet.org/image/s/53331d94a792a980fdb8aafcef1a9b1f91490168', 'https://bs.plantnet.org/image/s/a1a1fb979f35a6ae44866f559534b2b8ace144df', 'https://api.plantnet.org/v1/gbif/2867982/map.png']",9,9,,
Schismatoglottis wallichii Hook.f.,,,,schismatoglottis,araceae,"['https://bs.plantnet.org/image/s/358ed330754486083a030e52ccda3c168f437e8b', 'https://bs.plantnet.org/image/s/5c1786f996244ca35287b8bed653dfd19ecdda4d', 'https://bs.plantnet.org/image/s/769563267054501de21c250793b22b8873ba86bb', 'https://bs.plantnet.org/image/s/a8294608b46c0c5ecbaa54c7028ae0f8387f4a9f', 'https://bs.plantnet.org/image/s/5751448c899f782caa2bd3845be5b2573222e10d', 'https://api.plantnet.org/v1/gbif/2868039/map.png']",13,10,,
Schizaea dichotoma (L.) J. Sm.,comb fern,หวีเฟิร์น,หวีเฟิร์น,schizaea,schizaeaceae,"['https://bs.plantnet.org/image/s/d8c2de27c2c47c4452c1c47604d8c01125f9ca07', 'https://bs.plantnet.org/image/s/6c2855c8d0f0bf2f9e0147b1ec3b3552f93e14e6', 'https://bs.plantnet.org/image/s/b3e1b1c3c2a32a9c345abf4192cda6ab375fae46', 'https://bs.plantnet.org/image/s/5c6c613be1bbc0f082af9e17c502e960d9cac885', 'https://bs.plantnet.org/image/s/d9973467e6b2a165311761379a8b4b4db13e6c55', 'https://api.plantnet.org/v1/gbif/7334865/map.png']",10,8,,
Schizostachyum brachycladum (Kurz) Kurz,,,,schizostachyum,poaceae,"['https://bs.plantnet.org/image/s/335995266c8e805135a0f57990e79942edebdf10', 'https://bs.plantnet.org/image/s/114de6ca53d4445750c045dd5f46e6515712d591', 'https://bs.plantnet.org/image/s/ee9ce21446b988c4063c37baac955d0d69623230', 'https://bs.plantnet.org/image/s/20fc5a28e2accdf22e850aacbcf0ecb276309dbd', 'https://api.plantnet.org/v1/gbif/4123568/map.png']",4,1,,
Schleichera oleosa (Lour.) Merr.,lac tree,ต้นครั่ง,ต้นไม้ Lac,schleichera,sapindaceae,"['https://bs.plantnet.org/image/s/a167beba04bc74f15836826b9292a7623e523523', 'https://api.plantnet.org/v1/gbif/7389295/map.png']",LC,1,,
Scindapsus hederaceus Miq.,,,,scindapsus,araceae,"['https://bs.plantnet.org/image/s/7b77955c45af2e80a52d19d7291fff3d6b249917', 'https://api.plantnet.org/v1/gbif/2873712/map.png']",LC,1,,
Scirpodendron ghaeri (Gaertn.) Merr.,,,,scirpodendron,cyperaceae,"['https://bs.plantnet.org/image/s/d7981188b4b2e84cd648c39a69a32987ca2b631f', 'https://bs.plantnet.org/image/s/c5880bad1f6808de4ee60e235a33404bf110bfb4', 'https://api.plantnet.org/v1/gbif/5292116/map.png']",2,2,,
Scleria levis Retz.,nutrush,ถั่ว,โภชนาการ,scleria,cyperaceae,"['https://bs.plantnet.org/image/s/4ea07efe2cce6df89b2c8a2566ad1dd616418cee', 'https://bs.plantnet.org/image/s/e222b677d057f7ac5bbf7b7916524f82ce10331c', 'https://bs.plantnet.org/image/s/e71e17f7db209bd96fcf5f37b0282ca2b1c92b4f', 'https://bs.plantnet.org/image/s/e4925c429478a4221a345f699d03a5cc059ea01a', 'https://bs.plantnet.org/image/s/06ca7ee3240dcae53afabfb02c8593d447b1036b', 'https://api.plantnet.org/v1/gbif/2712752/map.png']",LC,11,,
Scleria lithosperma (L.) Sw.,florida keys nut-rush,ฟลอริดาคีย์ส เร่งรีบ,Florida Keys nut-rush,scleria,cyperaceae,"['https://bs.plantnet.org/image/s/720561a5dd78d930f3dbd43b7d75ab9e051bd34d', 'https://bs.plantnet.org/image/s/dc78414423b602133bc19d10ae3dd3c0d7b2867b', 'https://bs.plantnet.org/image/s/0fc5d537a99d70b408ae744ee7792144048a7bb1', 'https://bs.plantnet.org/image/s/78180400d4ecfc3ad146e6edf72ebf28f6e0dcb2', 'https://bs.plantnet.org/image/s/9f81257d52e92efe64866dfba09fdb64a4067e22', 'https://api.plantnet.org/v1/gbif/2712534/map.png']",LC,10,,
Scleria pergracilis (Nees) Kunth,fine-stalk nutrush,nutrush ก้านละเอียด,โภชนาการที่ดี,scleria,cyperaceae,"['https://bs.plantnet.org/image/s/5bd2f2d0df14760cfff52989de4e38f8f629e84f', 'https://api.plantnet.org/v1/gbif/2712571/map.png']",LC,1,,
Scleria purpurascens Steud.,,,,scleria,cyperaceae,"['https://bs.plantnet.org/image/s/468b034a5b20a2d68515d49082d7996bd5a27845', 'https://api.plantnet.org/v1/gbif/2712379/map.png']",LC,1,,
Scleria sumatrensis Retz.,sumatran scleria,ตาขาวสุมาตรา,Sumatran Scleria,scleria,cyperaceae,"['https://bs.plantnet.org/image/s/15c3058ab58701e0c9966b04574e551f2c31b822', 'https://api.plantnet.org/v1/gbif/2712569/map.png']",LC,1,,
Scoparia dulcis L.,scoparia-weed,scoparia-วัชพืช,ร่วมเพศ,scoparia,plantaginaceae,"['https://bs.plantnet.org/image/s/820619850150a008934a348aebf40aea083c1ce7', 'https://bs.plantnet.org/image/s/0f3936f6cab62a89325c24838e0c26ecbef22fb4', 'https://bs.plantnet.org/image/s/f6e200d5335b42a5962bdf5d996153b2487c2ce1', 'https://bs.plantnet.org/image/s/2c5f175dbaf7c2b652f63999f85555765aee25e9', 'https://bs.plantnet.org/image/s/14375fd3b56904b58674e5dc6f6c645e65e28ad2', 'https://api.plantnet.org/v1/gbif/3171787/map.png']",370,240,,
Scorzonera hispanica L.,black-salsify,สีดำ-salsify,สีดำ,scorzonera,asteraceae,"['https://bs.plantnet.org/image/s/d05ce4ad6b22cf245f16f056314c17a47e138b76', 'https://bs.plantnet.org/image/s/53f4c17c6e9222ca84d0b0801f8454a5cde006cb', 'https://bs.plantnet.org/image/s/72ee76954dc1959389baf9195f62dcf64348598b', 'https://bs.plantnet.org/image/s/53f4c17c6e9222ca84d0b0801f8454a5cde006cb', 'https://bs.plantnet.org/image/s/dab8ea8945f122d72c7daebcdfc5a9aebea983a8', 'https://api.plantnet.org/v1/gbif/3110905/map.png']",619,393,,
Scurrula parasitica L.,,,,scurrula,loranthaceae,"['https://bs.plantnet.org/image/s/36848dcfa900af7416a24b837351cccb5dcef410', 'https://bs.plantnet.org/image/s/14c870a3a48710546a7b53b3248e1631361bc818', 'https://bs.plantnet.org/image/s/25c6df9fddbeafe45fbfc85ca34ce49def52801c', 'https://bs.plantnet.org/image/s/35d1647e9aa12cd45eed7cf3f378aaaae36868c4', 'https://bs.plantnet.org/image/s/9f715d247f490be0f7cac7655cd8db13e4e4d683', 'https://api.plantnet.org/v1/gbif/7287927/map.png']",11,4,,
Scutellaria indica L.,indian skullcap,หมวกแก๊ปอินเดีย,skullcap อินเดีย,scutellaria,lamiaceae,"['https://bs.plantnet.org/image/s/c65830c4df3f1735e7a8aa4861d71ae319edfc75', 'https://bs.plantnet.org/image/s/0c8699a27fd62012d9d9f6c5fd5a47ab1baa3519', 'https://bs.plantnet.org/image/s/4d82b83d6da2ae4de437a2c2b9efe0fbc6957c93', 'https://bs.plantnet.org/image/s/818cea6607688e2a62aaefc5d324e003d4993d27', 'https://bs.plantnet.org/image/s/ce0f0ce6f3b11d4fd1f7bb32fbbcbd158b035b01', 'https://api.plantnet.org/v1/gbif/7308714/map.png']",16,9,,
Scutellaria javanica Jungh.,,,,scutellaria,lamiaceae,"['https://bs.plantnet.org/image/s/e318fbc998f80396c0354eb23978dc9f5c991f00', 'https://bs.plantnet.org/image/s/219ff657267bee21b9308fefa168627d6c4967da', 'https://bs.plantnet.org/image/s/e093d37abb9ff5f4e42eab924e57f94beb7f8b70', 'https://bs.plantnet.org/image/s/3358465152697e021919dc562e8c7871ca117d51', 'https://bs.plantnet.org/image/s/ce8f17716bb24b2c786934f1eb30149fdc24fea1', 'https://api.plantnet.org/v1/gbif/5609094/map.png']",6,2,,
Secale cereale L.,rye,ข้าวไรย์,ข้าวไรย์,secale,poaceae,"['https://bs.plantnet.org/image/s/41f7cc1a60f77cb7d13f3c754ecc342bf2bb423a', 'https://bs.plantnet.org/image/s/92dfca9e8a2bd2f35dced2a6ab2a4b37a3007726', 'https://bs.plantnet.org/image/s/49c51051df8337f6d88c1d691e0adc1cbd15a0ab', 'https://bs.plantnet.org/image/s/fd601aa385027bc12656255dbc6fa9905dfaa4d3', 'https://bs.plantnet.org/image/s/544fc4d24dc3465842e9f712cf44b4240340ada8', 'https://api.plantnet.org/v1/gbif/2705966/map.png']",3669,3295,,
Sechium edule (Jacq.) Sw.,chayote,chayote,chayote,sechium,cucurbitaceae,"['https://bs.plantnet.org/image/s/4b13c82041ebdb4ee21e251ac79deba291403a0a', 'https://bs.plantnet.org/image/s/e2c9f73f8093dcfb1a7a6867e80861f418c0a296', 'https://bs.plantnet.org/image/s/a237b334d54fe4d8e7d0bb400b54617f90f1b8c1', 'https://bs.plantnet.org/image/s/d0ec6b24a54d89385ff3d0f7ceb5ceb78cb0f2c1', 'https://bs.plantnet.org/image/s/00c70d81adddc60c39730d41d8e91398211bad17', 'https://api.plantnet.org/v1/gbif/2874612/map.png']",869,684,,
Securinega virosa (Roxb. ex Willd.) Baill.,white-berry bush,พุ่มเบอร์รี่สีขาว,พุ่มไม้สีขาว,securinega,phyllanthaceae,"['https://bs.plantnet.org/image/s/e70530234437124ce80160bbf45804a6b003b003', 'https://bs.plantnet.org/image/s/2cda79aaf364b8b7f12f13fc83400d7ed6be43f4', 'https://bs.plantnet.org/image/s/01958f7288612ed33593fe841da5acb7f1069316', 'https://bs.plantnet.org/image/s/c3691b9fe85b0cfced98f4064d7b669c6f7df664', 'https://api.plantnet.org/v1/gbif/3079255/map.png']",4,2,,
Selliguea feei Bory,,,,selliguea,polypodiaceae,"['https://bs.plantnet.org/image/s/10dd3b505483e151c3f280d0e1e2cd8af9fa602e', 'https://bs.plantnet.org/image/s/9a902bc5537efcaf1447ef8e2f13fd72c927626a', 'https://bs.plantnet.org/image/s/7afcfd2d982e9d451379fc950b90009c87aee0ec', 'https://bs.plantnet.org/image/s/c7075d04921857978dc2419cc5be7a9e128ddbd7', 'https://api.plantnet.org/v1/gbif/4024959/map.png']",4,3,,
